,Tanya esiklopedia dan Jawab,Brian Williams,Pakar Raya,979-534-262-2,1,Rak E
,Teknik Membuat Kerajinan Perak,Agus Budiyanto,Citra Aji Parama,60-8227-26-1,1,Rak E
,Terampil Menulis Surat,Fajar M.N,Puri Delco,978-602-8173-28-8,1,Rak E
,Tenaga Eksogen Perias Bumi,Anang Saepulloh,Pustaka Primaa,502833303-3,1,Rak F
,Kerajaan Hindu dan Buddha,Sucipto,Tiga Serangkai Pustaka Mandiri,978-979-045-686-0,1,Rak F
,Bela Negara,Yudi Suparyanto,Diknas,979-662-383-9,1,Rak F
,H.O.S Tjokroaminoto,B.A Saleh ,Citra Praya,979-9281-67-9,1,Rak F
,Memupuk Semangat Kebangsaan,Susanto dan Hika D. Asril Putra,Binamuda CiptaKreasi,978-602-8823-22-7,1,Rak F
,Akutabilitas Kinerja Pendidikan,"Dr.M. Hasanudin Buhory, M.M.",Universitas Negeri Malang,979495785-2,1,Rak F
,Membumi-Hijaukan Ponorogo,Dr.H.M Maarkum Singodimedjo,,,1,Rak F
,Mereka Yang Membuka Cakrawala Dunia,Haryana Humardani,Grahadi,,1,Rak F
,Menangkal Narkoba dan Kekerasan,"dr.Lydia Harlina Martono, S.K.M. dan dr. Satya Joewana, Sp.K.J",Balai Pustaka,979-690-087-4,1,Rak F
,Kyai Haji Akhmad Dahlan Riwayat Hidup dan Perjuangan,Sutrisno Kutoyo,Mutiara Sumber Widya,,1,Rak F
,Seorang Anak Bernama Suwardi Suryaningrat,B.S. Dewantara,Intan,,1,Rak F
,Indonesia di Pertemuan 3 Lempeng Tektonik,Eni Anjayani,Cempaka Putih,979-662-342-6,1,Rak F
,Kiai Haji Ahmad Dahlan,B.A Saleh ,Citra Praya,979-9281-68-7,1,Rak F
,Akyik Bereksperimen 1,Retna Masita,Sic,979-996-53-x,1,Rak F
,English is Fun,Erna Fitrini dan Ratih Sumiratingratri,Cahaya Pustaka Raga,,1,Rak F
,Tafsir Juz'amma for Kids,Muhammad Muslih,Tiga Serangkai Solo,978-979-018-788-7,1,Rak G
,HAM Dalam Perspektif ISLAM,"Dr.Eggi Sudjana S.H., M.Si.",Nusana Madani,979-9362-21-0,1,Rak G
,Kiat-Kiat Sukses,"K.H.M.Rusli Amin, MA.",Al Mawardi Prima,979-9402-72-7,1,Rak G
,100 Hadits Qudsi,M.Fahmi Hadi,Megah Jaya,978-6028382-15-1,1,Rak G
,Paduan Penyelenggaraan Pesantren Kilat Sekolah Menengah Pertama,,Diknas,,1,Rak G
,Islam dan Lingkungan Hidup,,Departemen Agama Ri,,1,Rak G
,Kapita Selekta Pengetahuan Agama Islam,,Departemen Agama Ri,,1,Rak G
,Kemahiran Interpersonal Untuk Guru,Ismail Kusmayadi,Pribumi Mekar,978-602-8142-63-4,1,Rak G
,Mengenal Zakat Mal,Dewi Astuti,Imperial Bhakti Utama,978-602-8318-30-3,1,Rak G
,Kumpulan Doa-Doa dalam Al-Qur'an,Rahmayati,Megah Jaya,978-602-8382-28,1,Rak G
,Pendidikan Agama Islam Untuk Siswa SLTP Kelas I,,Departemen Agama Ri,,1,Rak G
,Pendidikan Agama Islam Untuk Siswa SLTP Kelas II,,Departemen Agama Ri,,1,Rak G
,Pengembangan Profesional dan Petunuk Penulisan Karya Ilmiah,,Departemen Agama Ri,,1,Rak G
,Modul Evaluasi Pendidikan Agama Islam SLTP,,Departemen Agama Ri,,1,Rak G
,Modul Metode Pendidikan Agama Islam SLTP,,Departemen Agama Ri,,1,Rak G
,Merengkuh Berkah Lewat Tahlil,Variapop Group,Uup Gufron,,1,Rak G
,Fiqih Orang Sakit,Variapop Group,Uup Gufron,,1,Rak G
,Mengenal  dan Menghayati Hari Besar Islam,Gugun El-Guyanie,Insan Madani,978-979-1409-29-2,1,Rak G
,38 Sifat Generasi Unggulan,DR.Majdi Al-Hilali,Departemen Agama Ri,979-561-562-9,1,Rak G
,Pesantren-Pesantren Nusantara,Variapop Group,Herry Munharif,,1,Rak G
,Paduan Fikih Musafir,Variapop Group,Lep Khunaefi,,1,Rak G
,Konsultasi Zikir,Variapop Group,Tim Hidayah,,1,Rak G
,Aku Cinta Indonesia 3,Iit Rasita.B.A.  Sukarso.B.A. DRS.Asmid K.CH.DKK.,PT intan Pariwara,,1,Rak H
,Aneka Kerajinan Dari Kain Perca,E. Kristin Siregar,PT Karya Kita,978-979-9282-86-6,1,Rak H
,Bank,Achmad Buchory,CV Putra Nugraha,978-6028-0928-83,1,Rak H
,Belajar Mengarang Dari Narasi Hingga Argumentasi,Drs. Asrom Drs. Gunawan Drs. Slamet Samsoerizal Drs. Syukur Budihardjo,Erlangga,,1,Rak H
,Belajar Nyanyi dengan Not Balok 1,Theo Sunu Widodo,Kanisius,979-497-473-0,1,Rak H
,Bersahabat Dengan Kamus,Izzudin Irsam M.,Nuansa Citra Grafika,979-3711-36-1,1,Rak H
,Cara Menjadikan Anak Anda Bergairah Untuk Menulis,Mary Leonhardt,Kaifa,979-9452-19-8,1,Rak H
,Ekonomi Dunia Keseharian Kita,"Drs. Kardiman  Endang Mulyadi, S.Pd.  Drs. Achmad Kusriadi",Yudi Tira,979-676-788-0,1,Rak H
,Keberbahasaan dan Kepenulisanan Bahasa Indonesia,Dinas,Dinas,979-462-613-9,1,Rak H
,Let's Study Prepositions,Ida Maharani,PT Citra Aji Parama,979-1464-61-1,1,Rak H
,Melayu Klasik,E. Kosasih,Nobel Edumedia,978-602-8123-73-0,1,Rak H
,Membuat Kreasi Dari Bahan Alami,Arief Kurniawan,PT Karsa Mandiri Persada,978-979-005-040-2,1,Rak H
,Mengenal Ekspor dan Impor,Agung Feryanto,PT Cempaka Putih,979-662-288-7,1,Rak H
,Menjelajahi dan Mempelajari Kalimat,M.G. Hesti Puji Rastuti Diah Erna T. Y. Budi Artati,PT intan Pariwara,979-28-0538-3,2,Rak H
,Pedoman Umum Pendidikan Budi Pekerti Pada Jenjang Pendidikan Dasar dan Menengah Buku 1,Dinas,Dinas,,1,Rak H
,Reading Comprehension,Zamzami,Dinas,979-426-354-0,1,Rak H
,Siap Menghadapi Bencana Alam,Budi Prawoto,CV Empat Pilar Pendidikan,979145120-8,1,Rak H
,Siaran Televisi Edukasi,Dinas,Dinas,978-979-3322-39-1,1,Rak H
,Aneka Kreasi dari  Bambu,Bagas Shinugi,Mediantara Semesta,978-602-8489-09-6,1,Rak I
,Atomi Reptil,A.Mahardono dkk,Intermasa,,1,Rak I
,Atomi udang,A.Mahardono dkk,Intermasa,,1,Rak I
,Budi Daya Ikan Patin,Heru Susanto dan Khairul Amri,Penebar Swadaya,979-489-399-4,1,Rak I
,"Bumi Murka Sains dan Sifat Gempa Bumi,Gunung Berapi, dan Tsunami","Ellen J. Praager,Ph.D.",Pakar Raya,979-534-239-8,1,Rak I
,Cara Praktis Belajar Sempoa Sendiri,Ester Oen Oen,Widya Duta Grafika,979-517-098-8,1,Rak I
,DR.F.L.Tobing,,Mutiara Sumber Widya,,1,Rak I
,Islam dan Lingkungan Hidup,Derpaartemen Agama RI,,,1,Rak I
,Keajaiban Segitaga Siku-Siku,Abdul Aziz Saefudin,Intan Pariwara,979-28-0347-1,1,Rak I
,Kimia Dalam Kehidupan Kita Untuk SLTP,"Dr.Anna Permanasari,M.Si dan Drs.Bibin Rubin,M.Pd",Ipa Abong,978-979-3077-00-0,1,Rak I
,Kisah Ibrahim Kekasih Allah (The Story of Abraham The Beloved Of Allah),Ibnuh Nauval,Bina Ilmu,979-422-131-7,1,Rak I
,Matahari dan Bulan ,A.Rival Djamil,Pd dan Ikhwan jakarta,,1,Rak I
,Membuat Tahu ,Fl. Widie Kastyanto,Penebar Swadaya,,1,Rak I
,Pemberanian dan pembesaran Ikan Molia,M. Ghufran H.Kordi K.,Aneka Ilmu,979-736-712-6,1,Rak I
,Petunjuk Guru Penuntun Terampil Berbahasa Indonesia 3,Drs.H.Abdullah Ambary dkk,Trigenda Karya Bandung,979-8422-86-4,1,Rak I
,Referensi Matematika dalam Kehidupan Manusia 1,"DR.Wahyudin dan Drs.Sudrajat,M.Pd",Ipa Abong,978-979-3077-28-4,1,Rak I
,Referensi Matematika dalam Kehidupan Manusia 3,"DR.Wahyudin dan Drs.Sudrajat,M.Pd",Ipa Abong,978-979-3077-30-7,1,Rak I
,Sains untuk Pemula 3,"Drs.Suhendiana Noor dan Dra.Ida Kaniawati,M.Si.",Setia Purna,979-1192-15-4,1,Rak I
,Sains untuk Pemula 8,"Drs.Suhendiana Noor dan Dra.Ida Kaniawati,M.Si.",Setia Purna,979-1192-20-0,1,Rak I
,Satwa dan Tumbuhan Langka,Dra.Hartini Etik Widayati,Caraka Darma Aksara,979-1457-00-xx,1,Rak I
,Senang Mencoba Sains 11,Nisa Bastian,Galeri Lontara,979-9417-57-0,1,Rak I
,Senang Mencoba Sains 9,Isna,Galeri Lontara,979-9417-55-4,1,Rak I
,Si Amir Ahli Pisang,Nur lailaa,Karunia,979-9039-19-3,1,Rak I
,Suatu Alternatif Pembalajar Kemampuan Berpikir Kritis Matematika,Dina Mayadiana Suwarma,Cakrawala Maha Karya,978-979-15753-5-3,1,Rak I
,Aneka Kreasi dari  Bambu,Bagas Shinugi,Mediantara Semesta,978-602-8489-09-7,1,Rak I
,Alat Komunikasi,Bambang Tri R Nugroho,Sahabat,978-979-029-080-8,1,Rak J
,Anak Sehat,Sanggar Mandiri,CV Karsa Mandiri,979-005-026-7,1,Rak J
,Asyiknya Bermain Musik,Khamim,PT Widya Duta Grafika,979517534-3,1,Rak J
,Ayo Membatik,Zahrah Haidar,Iranti Mitra Utama,602962654-X,2,Rak J
,Babad Ponorogo Jilid VIII,Purwowijoyo,,,1,Rak J
,Bermain Sepak Bola,Abdul Rohim,Aneka Ilmu,978-979-048-146-6,1,Rak J
,Bermain Sepak Takraw,Armelia F.,Aneka Ilmu,978-979-048-258-6,1,Rak J
,Budidaya Kelinci,Sumadji,Sic,979-9415-86-8,1,Rak J
,Budidaya Rebung Bambu Kualitas Ekpor,Kussunaryono,Media Alas Dayu,,1,Rak J
,Cara Praktis Belajar Border,Khusnul K.  Sumar Ama,Insan Cendekia,979-9408-93-8,1,Rak J
,Ilmu Pengetahuan Sosial Pelengkap,,Balai Pustaka,,1,Rak J
,Kemasan Indah & Penuh Makna,Eka Dewi Nuraeni,CV Citra Praya,978-979-035-002-1,1,Rak J
,Kerajinan Emas dan Perak,Subanjar,Insan Cendekia,979-9408-86-7,2,Rak J
,Kiat Sukses Beternak Jangkrik,Hardi Soenanto,Aneka Ilmu,979-738-374-0,1,Rak J
,Kidung Banjaransari,Y.P.B. Wiratmoko,Iranti,,1,Rak J
,Kompas,,PT Rosda Jayapura,,1,Rak J
,Membuat Mainan dari Kayu,Saraswati,PT Bhratara,2880-38.28-02-86,1,Rak J
,Membuat Mainan Dari Lilin,Nurul Ikhsan,CV Citra Praya,978-979-035-001-4,1,Rak J
,Mengenal Alat dan Bahan Seni Lukis,Sarjuni Adi ,PT Edumedia,979-536-746-3,1,Rak J
,Mengenal Organisasi Pelestarian Lingkungan,Eni Anjayani,Cempaka Putih,979-662-301-3,1,Rak J
,Mengenal Pelukis Dunia dan Pelukis Indonesia,Iwan Hendrawan,PT MAPAN,978-602-8262-01-9,1,Rak J
,Mengenal Teknologi Roket,Andini Iasha Amala,Iasya Jaya,978-602-8131-03-2,1,Rak J
,Mengolah Gambar Sederhana dengan Photoshop,Deden Sopandy dan E. Gusnadin,Tiga Serangkai,978-979-045-851-2,1,Rak J
,Mutiara Wisata Negeriku Jawa Timur,A. Mellyora  Af Idah Salmah,PT Jepe Press Media Utama,979-1490-88-7,1,Rak J
,Olahraga Alam,Nono Darsono Setria,Perca,978-602-8123-83-9,1,Rak J
,Pandai Memahami & Menulis Cerita Pendek,Aminudin,PT Pribumi Mekar,,1,Rak J
,Panduan Pelaksanaan Kepramukaan di Sekolah Menengah Pertama,Dinas,Dinas,,1,Rak J
,Panduan Pembelajara Fisika SLTP,S. Karim A. Karhami,Diknas,979-462-587-6,1,Rak J
,Panduan Praktis Desain Perwajahan Buku,Cahyana Insana Sundara,PT  Visindo Media Persada,979-1323-13-5,1,Rak J
,Pedoman Pelaksanaan Pendidikan Lingkungan Hidup,Diknas,Diknas,,1,Rak J
,Pembuatan Kompos Secara Tradisional,Dinas,Dinas,,2,Rak J
,Perjalanan Musik Legendaris 2,Iwan Setiawan Adi Asmara,PT Widya Duta Grafika,979-517-530-0,1,Rak J
,Permainan Teknis Lapangan,Sofyan Firdaus,Ricardo,978-602-8349-91-8,1,Rak J
,Pesona Masyarakat Tengger,Achmat Sapari,Iranti,978--602-97595-5-6,1,Rak J
,Puisi Lan Larasati,"Endang Sri Sulityanirini, S.Pd",Arta Sarana Media,,1,Rak J
,Seripena Fisika perpusdwsteam4 Untuk kelas IX,Bob Foster,Erlangga,979-741-425-6,1,Rak J
,Servis Kulkas & Pendingin Ruangan,Abdul Rani,CV Bimantara Aluuguda Sejahtera,602962660-4,1,Rak J
,Sistem Pencernaan Manusia,Aang Sonhaji,Gaza Publishing,602813300-5,1,Rak J
,Teknik Pengerjaan Listrik ,DRS. Daryanto,Bumi Aksara,979-526-344-7,1,Rak J
,Teknologi Pedesaan 2,"G. Yudhipratama, S.T.",Bintang,978-9798036-90-3,1,Rak J
,Terampil Berinternet,Arief Kurniawan,PT Karya Kita,978-979-9282-46-0,1,Rak J
,Wujudkan Sekolah Peduli dan Berbudaya Lingkungan Dilekapi Panduan Materi pendidikan Lingkungan Hidup,Adiwiyata,Adiwiyata,,1,Rak J
,Antologi Puisi Cerpen Naskah Drama,Atut Dwi Nugroho dan Hendri Suwoto,Universitas Sanata Dharma,978-979-18070-0-5,1,Rak K
,Argumentasi dan Narasi,Dr.Gorys Keraf,Gramedia,,1,Rak K
,Bedah Puisi lama,Wendi Widya R.D.,Intan Pariwara,979-28-0424-9,1,Rak K
,Cara asyik Belajar Ejaan,Farika,Nuansa Citra Grafika,979-3711-30-2,1,Rak K
,Catatan Suasana,Slamet Sukirnanto,Balai Pustaka,979-666-556-5,1,Rak K
,Dari Amerika ke Catatan Langit,Dendy Sugono dan Abdul Rozak Zaidan,Rosda,979-692-403-X,1,Rak K
,Follow Me Unit 13-16,Barry Tomalin,,,1,Rak K
,Follow Me Unit 1-4,Barry Tomalin,,,1,Rak K
,Follow Me Unit 17-20,Barry Tomalin,,,1,Rak K
,Follow Me Unit 21-24,Barry Tomalin,,,1,Rak K
,Follow Me Unit 25-28,Barry Tomalin,,,1,Rak K
,Follow Me Unit 29-32,Barry Tomalin,,,1,Rak K
,Follow Me Unit 33-36,Barry Tomalin,,,1,Rak K
,Follow Me Unit 37-40,Barry Tomalin,,,1,Rak K
,Follow Me Unit 5-8,Barry Tomalin,,,1,Rak K
,Hamka Dibawah Lindungan Ka'bah,Hamka,Bulan Bintang,979-418-063-7,1,Rak K
,Indonesia Folktales,"Ahmad Thommy H, S.S",Era Pustaka Utama,978-602-8024-10-5,1,Rak K
,Jendelaa Terbuka ,Dendy Sugono dan Abdul Rozak Zaidan,Rosda,979-692-404-8,1,Rak K
,Keberbahasaan dan Kepenulisanan Bahasa Indonesia,Jos Daniel Parera,Diknas,979-462-613-9,1,Rak K
,Kegiatan Pelatihan Penyusunan Laporan Bos Online Tahap V Angkatan 20 Tahun 2014,,Diknas,,1,Rak K
,Melirik Potensi Desa Menuju Masyarakat Sejahtera,Dindin Nasrudin,Karya Mandiri Pratama,978-979-004-047-2,1,Rak K
,Mengenal Penyair Dunia dan Indonesia,Iwan Hendrawan,Musi Perkasa Utama,978-602-8264-22-8,1,Rak K
,Nayaka Lelana Menteri Bergerilya,Mr.Susanto Tirtoprojo dkk,U.P.Indonesia,,1,Rak K
,Pengajaran Sastra Yang Menyenangkan,Tjahjono Widijanto,Pribumi Mekar,978-602-8142-18-2,1,Rak K
,Petualangan Ke Pulau Kangen,Zawari Imron,Kartika Mulyaa Surabaya,978-602-97599-6-9,1,Rak K
,Petunjuk Pembutan dan Pemanfaatan Media Pedidikan,,Diknas,,1,Rak K
,Puisi Lan Larasati,Endang Sri Sulistya,Arta Sarana Media,,1,Rak K
,Rayaman,Sunardi D.M.,Balai Pustaka,979-407-364-0,1,Rak K
,Sastrawan  Angkatan 45,Agus Maryono,Sindur Press,978-979-067-057-0,1,Rak K
,Seorang Anak Bernama Suwardi Suryaningrat,B.S Dewantara,Intan,,1,Rak K
,45 Tahun SMA MUHIPO,SMA MUHIPO,M-One Voice,,1,Rak L
,Aku Cinta Damai,"Aep Saefulloh, S.Pd.I",Dinas,978-602-8123-02-0,1,Rak L
,Catatan Perjalanan Dalam Negeri,Prof. DR.Dr.H.O.K. Tanzil,PT. Alumni Bandung,2143-2.101085,2,Rak L
,Gempa Bumi dan Antisipasinya,Sapto Madijono,Aneka Ilmu,978-979-736-817-3,2,Rak L
,J.A. Dimara Lintas Perjuangan Putra Papua,Carmelia Sukmawati,"PT Saka Print, Jakarta",979-96258-0-7,1,Rak L
,Kehidupan di Muka Bumi ,Akhmad Zamroni,PT Widya Duta Grafika,979517549-1,1,Rak L
,Kehidupan pada Masa Pasca Kemerdekaan,"Ruswandi Hermawan, Sukanda Permana",PT Setia Purna,978-979-037-029-6,1,Rak L
,Kerajaan-kerajaan di Indonesia,Sulistiani,PT Widya Duta Grafika,979517541-6,1,Rak L
,Kuntowijoyo: Karya dan  Dunianya,Wan Anwar,Grasindo,979-759-613-3,1,Rak L
,Kurir-kurir Kemerdekaan,"Gatot Iskandar, Zakaria Idris dan Suroso",Balai Pustaka,979-407-152-8,1,Rak L
,Membangun Kembali Jati Diri Bangsa,H. Soemarno Soedrsono,PT Elex Media Komputindo,978-979-27-3602-1,1,Rak L
,Mengenal Simbol Daerah,Kuswilono,Intan Pariwara,979-28-0205-4,1,Rak L
,Mengenal Simbol Instansi,Kuswilono,Intan Pariwara,979-28-0207-8,1,Rak L
,Nayaka Lelana,Mr. Susanto Tirtoprojo,U.P. Indonesia,2143-23.101085,1,Rak L
,Pemuda Harapan Bangsa,Wahjudi Djaja,Cempaka Putih,979-662-241-2,2,Rak L
,Peradaban Amerika Latin,Nora Choirica,PT. Bengawan Ilmu,978-979-021-242-8,1,Rak L
,Raden Ajeng Kartini,"Drs. Mardanas Safwan, Sutrisno Kutojo",Mutiara Sumber Widya,978-979-9331-17-X,2,Rak L
,Sejarah Proklamasi,Drs. Soeroto,Mutiara Sumber Widya,2143-36.101085,1,Rak L
,Sultan Hasanuddin,"Sutrisno Kutoyo,  Drs. Mardanas Safwan",Mutiara Sumber Widya,978-979-9331-14-10,1,Rak L
,Sumbangsihku Bagi Ibu Pertiwi,Ny. Lasmidjah Hardi,"Bunda Karya Offset, Jakarta",2143-53.101085,2,Rak L
,Untuk Bangsaku II,Diknas,Yayasan Telapak Semarang,,1,Rak L
,Yang Terempas dan Terkandas,Rusman Sutiasumarga,Balai Pustaka,979-407-099-8,1,Rak L
,100 Hadist Qudsi,M. Fahmi Hadi,CV Megah Jaya,978-602-8382-15-1,1,Rak M
,Agar Allah Selalu Memberi Jalan Keluar,Abu Firly Bassam Taqiy,Hikam Pustaka,978-979-1814713,1,Rak M
,Bahasa Sunnah-sunnah Nabi,A. Muaz,PT Variasi Malindo,,1,Rak M
,Berkreasi dan Berprestasi Melalui Hak Kekayaan Intelektual,,Grasindo,,1,Rak M
,Doa-doa Dari Hadist,Efri Aditia,PT Variapop Group,,1,Rak M
,Hukum Waris,A. Muaz,PT Variapop Group,,2,Rak M
,Ibrahim Kekasih Allah,Ibnu Nauval,Bina Ilmu Ananda,979-422-131-7,1,Rak M
,Kapita Selekta Pengetahuan Agama Islam,Departemen Agama,Departemen Agama,,3,Rak M
,Kisah Nabi Saleh dan Untanya,Ibnu Nauval,Bina Ilmu Ananda,979-422-154-6,4,Rak M
,Kisah-kisah Dalam Al-Qur'an 3,Miftah F.,CV Megah Jaya,978-602-8382-20-5,1,Rak M
,Konsep Agama (Islam) Menanggulangi Naza,"Prof. Dr.dr.H. Dadang Hawari, Psikiater",Dana Bhakti Prima Yasa,,1,Rak M
,Kumpulan Hadist Tentang Akhlaq Terpuji,Saleh Hidayat,CV Megah Jaya,978-602-8382-26-7,1,Rak M
,Kumpulan Zikir dan Doa Dalam Hadist,Rahmawati,CV Megah Jaya,978-602-8382-27-4,2,Rak M
,Membangun Baitullah,Ibnu Nauval,Bina Ilmu Ananda,979-422-132-5,7,Rak M
,Misteri Surat Al-Fatihah,Abdul Hakim Bin Abdullah Al-Qasim,Pustaka Elba,979266771-7,1,Rak M
,Mukzijat Nabi-nabi Dalam Al-Qur'an,Aris Rachman,CV Megah Jaya,978-602-8382-2-3,1,Rak M
,Pelajaran Tadwid,KH. I. Zarkasyi,Trimurti,,1,Rak M
,Pinjam-meminjam Dalam Islam,Reza Azhana,Insan Madani,979026215-9,1,Rak M
,Qishashul Anbiya,Ny. H.Hadiyah Salim,PT Alma'arif,,1,Rak M
,Sahabat Bertanya Nabi Menjawab,A. Muaz,PT Variapop Grup,,1,Rak M
,"Seni Dalam pandangan Islam Seni, Vocal & Tari",Abdurrahman Al Baghdadi,Gema Insani Press,,1,Rak M
,Setetes Hidayah Seri2,A. Muaz,PT Variapop Group 2010,,1,Rak M
,Tanya Jawab Ramadhan,A. Muaz,PT Variapop Grup,,1,Rak M
,Yusuf Bendarawan Mesir,Ibnu Nauval,Bina Ilmu Ananda,979-422-138-4,1,Rak M
,Zakat & Permasalahannya,Herry Munhanif,PT Variapop Grup,,1,Rak M
,Kumpulan Doa-doa Dalam Al-Qur'an,Rahmayati,CV Megah Jaya,978-602-8382-28-1,1,Rak M
,Jual-beli Dalam Islam,M. Alaika Salamulloh,Insan Madani,979026213-2,1,Rak M
,Kisah-kisah Dalam Al-Qur'an 4,Miftah F.,CV Megah Jaya,978-602-8382-21-2,1,Rak M
,Kisah-kisah Dalam Al-Qur'an 5,Miftah F.,CV Megah Jaya,978-602-88382-22-9,1,Rak M
,Kisah-kisah Dalam Al-Qur'an 6,Miftah F.,CV Megah Jaya,978-602-8382-23-6,1,Rak M
,Riba Dalam Islam,M. Alaika Salamulloh,CV Megah Jaya,979026216-7,1,Rak M
,Mengenal Zakat Mal,Dewi Astuti,Intima,978-602-8318-30-3,1,Rak M
,Utang-Piutang Dalam Islam,M. Alaika Salamulloh,Insan Madani,979026214-0,1,Rak M
,Pendidikan Budi Pekerti Dalam Perfektif Islam,Prof.Dr.H.M. Din Syamsuddin,Al Mawardi Prima,,1,Rak M
,Yusuf Bendarawan Mesir,,,,1,Rak M
,Kisah Nabi Saleh dan Untanya,,,,1,Rak M
,terjemah At Targhibn Wat Tarhib,"Husain Mathar, dkk",CV Megah Jaya,978-602-838-238-0,1,Rak M
,Membangun Baitullah,,,,1,Rak M
,Ibrahim Kekasih Allah,,,,1,Rak M
,Membangun Baitullah,,,,1,Rak M
,Yusuf Bendarawan Mesir,,,,1,Rak M
,Kisah Nabi Saleh dan Untanya,,,,1,Rak M
,Ibrahim Kekasih Allah,,,,1,Rak M
,Membangun Baitullah,,,,1,Rak M
,Fiqhul Haidh ,Muhammad bin Abdil Qohar,CV Megah Jaya,,1,Rak M
,Kisah Nabi Saleh dan Untanya,,,,1,Rak M
,Tafsir Juz 'Amma for kids,Muhammad Muslih,Tiga Serangkai,978-979-018-787-0,1,Rak M
,Membangun Baitullah,,,,1,Rak M
,Meneladani 99 Sifat Allah ,Tim Al-Firdaus,Tiga Serangkai,978-979-018-086-0,1,Rak M
,Membangun Baitullah,,,,1,Rak M
,Tafsir Juz 'Amma for kids,,,,1,Rak M
,Dasar-dasar Bahasa Arab,Mukhlish,Insan Madani,978-979-026-018-4,1,Rak M
,Kisah Nabi Saleh dan Untanya,,,,1,Rak M
,Yusuf Bendarawan Mesir,,,,1,Rak M
,Sapi Perah Paman,Punk Pribadi,Tiga Serangkai,078-979-040-045-0,1,Rak M
,Kisah Nabi Saleh dan Untanya,,,,1,Rak M
,Ibrahim Kekasih Allah,,,,1,Rak M
,Ibrahim Kekasih Allah,,,,1,Rak M
,Aklah Mulia Kasih Sayang,"Prof. Dr. Achmad Mubarok, M.A. / M. Syamsul Yakin, M.A.",Wahana Aksara Prima,978-602-8147-2,1,Rak M
,Yusuf Bendarawan Mesir,,,,1,Rak M
,99 Cara Menjadi Anak Anda  Bergairah Menulis,Mary Leonhardt,Kaifa,979-9452-19-8,1,Rak N
,Ayo Megenal Pragraf,Marsa A.H,Wangsa Jatra Lestari,978-979-040-129 7,1,Rak N
,Bersahhabat Dengan Kamus,Izzudin Irsam M.,Nuansa Citra Grafika,979-37-36-1,1,Rak N
,Cara Praktis Mengelola Toko dan Supermarket,Kuswara,Nobel Edumedia,978-602-8219-43-3,1,Rak N
,Ham Kewarganegaraan dan Konstitusi,Siti Fikriyah,Nobel Edumedia,978-602-8219-44-0,1,Rak N
,Hubungan Internasional ,Amin Suprihatini,Cempaka Putih,979-662-237-5,1,Rak N
,I Love English,Erna Fitrini dan Ratih Sumiratingratri,Cahaya Pustaka Raga,,1,Rak N
,Karangan Fiksi dan Nonfiksi,Ermina Krismarsanti,JP BOOKS,602-8567-10-7,1,Rak N
,Keberbahasaan dan Kepenulisan Bahasa,,Diknas,,1,Rak N
,Kecil-Kecil Berani Berikim Surat,Edi Warsidi,Karsa Mandiri Persada,978-979-005-002-0,1,Rak N
,Kecil-Kecil Berani Berpidato,Edi Warsidi,Karsa Mandiri Persada,978-979-005-001-3,1,Rak N
,Khazanah Sastra Melayu Klasik,E.Kosasih,Nobel Edumedia,978-602-8123-73-0,1,Rak N
,Koperasi Syariah ,"Fitri Nurhartati,S.P.d. dan Ika Saniyati Rahmaniyah,A.Md.",Era Intermedia,978-602-8237-30-7,1,Rak N
,Langkah Sukses Belajar Bahasa Inggris 1,Sudarsono,Ipa Abong,978-979-3070-38-3,1,Rak N
,Langkah Sukses Belajar Bahasa Inggris 2,Sudarsono,Ipa Abong,978-979-3070-39-0,1,Rak N
,Let's Study Prepositions,Ida Maharani,Citra Aji Parama,979-1464-61-1,1,Rak N
,Memahami Pemerintahan Indonesia Dalam Tiga Konstitusi,"Prof.Drs.C.S.T.Kansil,SH dan Christine S.T.Kansil,SH,MH",PT Perca,978-979-1491-76-1,1,Rak N
,Membina Keterampilan Menulis Paragraf dan Pengembanganya,Drs.Djago Taringan,Angkasa Bandung,978-979-665-561-6,1,Rak N
,Mengenal Wisata Jember,M.Makruf,JP BOOKS,602872970-3,1,Rak N
,Menjelajahi dan Mempelajari Kalimat,M.G.Hesti Puji Rastuti dkk,Intan Pariwara,979-28-0538-3,1,Rak N
,Menuju Masyarakat Belajar ,"Indra Djati Sidi,Ph.D",Paramadina,979-626-105-7,1,Rak N
,Menuju Matetika Lewat Sejarah dan Bahasa Aksara Angka Hindu dan Arab,,Widjaya,,1,Rak N
,Menuju Matetika Lewat Sejarah dan Bahasa Aksara jawa dan Bali,,Widjaya,,1,Rak N
,Menulis Dengan Hati Membangun Motivasi Menulis,Ismail Kusmayadi,Pribumi Mekar,978-602-8142-29-8,1,Rak N
,Menumbuhkan Jiwa Entrepreneur dalam Diri Siswa,Donni Juni Priansa,Setia purna inves,978-979-037-029-6,1,Rak N
,Modul Metode Pendidikan Agama Islam SLTP,,Diknas,,1,Rak N
,Mukjizat Bulan Ramadhan,Wahhid Al-Khali,Lingkaran,,1,Rak N
,Mutiara Wisata Negeriku Jawa Timur,A.Mellyora dan Af Indah Salmah,JP BOOKS,979-1490-88-7,1,Rak N
,Pedoman Pemanfaatan Siaran Televisi Edukasi,"Drs.Jaka Warsihnaa,M.Si dkk",Pusat Teknologi Informasi dan Komunikasi Pendidikan Departemen Pendidikan Nasional,,1,Rak N
